timestamp, frame, x, y, z, qx, qy, qz, qw, fx, fy, cx, cy, distortion_center_x, distortion_center_y
65577.597915875, 000090, 0.32286185, -0.03241536, -0.03774695, 0.68892986, -0.6533407, 0.08609352, 0.30184367, 1597.4362, 1597.4362, 955.4411, 717.781, , 
65577.631254416, 000091, 0.3298659, -0.032601174, -0.047315866, 0.68919045, -0.65234894, 0.082439296, 0.30440286, 1597.4362, 1597.4362, 955.43933, 717.78107, , 
65577.647923708, 000092, 0.3333143, -0.032919277, -0.05237285, 0.68886834, -0.6520858, 0.080874585, 0.30611092, 1597.4362, 1597.4362, 955.43933, 717.78253, , 
65577.664593083, 000093, 0.33677968, -0.033355523, -0.057559423, 0.68835795, -0.6519333, 0.07957858, 0.30791798, 1597.4362, 1597.4362, 955.4398, 717.7846, , 
65577.697931541, 000094, 0.34339824, -0.034331918, -0.06809, 0.68748456, -0.65167254, 0.07706657, 0.31104442, 1597.4362, 1597.4362, 955.44086, 717.7895, , 
65577.714600875, 000095, 0.34643814, -0.034794092, -0.073364265, 0.6874028, -0.6513897, 0.075800925, 0.3121268, 1597.4362, 1597.4362, 955.44073, 717.79047, , 
65577.73127025, 000096, 0.34896266, -0.035364382, -0.07852575, 0.68756586, -0.65097445, 0.07466991, 0.31290552, 1597.4362, 1597.4362, 955.4403, 717.7906, , 
65577.764608708, 000097, 0.35395107, -0.03637562, -0.08948763, 0.68809533, -0.6499352, 0.072745286, 0.314352, 1597.4362, 1597.4362, 955.4396, 717.7894, , 
65577.781278083, 000098, 0.3562989, -0.03697248, -0.09527331, 0.68832934, -0.64937425, 0.07166073, 0.31524676, 1597.4362, 1597.4362, 955.43933, 717.7888, , 
65577.797947333, 000099, 0.35855556, -0.037665553, -0.101277284, 0.68857044, -0.6487074, 0.070492774, 0.3163547, 1597.4362, 1597.4362, 955.43915, 717.7883, , 
65577.831285833, 000100, 0.36295804, -0.03936047, -0.11410271, 0.6890945, -0.6468268, 0.06835092, 0.3195184, 1597.4362, 1597.4362, 955.4404, 717.7873, , 
65577.847955166, 000101, 0.36511, -0.040316053, -0.12086074, 0.68945026, -0.6455967, 0.06756045, 0.32140142, 1597.4362, 1597.4362, 955.4418, 717.78656, , 
65577.864624541, 000102, 0.36706355, -0.041245364, -0.12768286, 0.6900152, -0.6441944, 0.06679011, 0.32315877, 1597.4362, 1597.4362, 955.4432, 717.7853, , 
65577.897963208, 000103, 0.3704824, -0.042929225, -0.14153233, 0.69177765, -0.64107764, 0.06471312, 0.32599905, 1597.8881, 1597.8881, 955.4452, 717.7796, , 
65577.914632333, 000104, 0.37201396, -0.0437053, -0.14854057, 0.692919, -0.63946086, 0.063359015, 0.32701465, 1597.8881, 1597.8881, 955.4452, 717.77637, , 
65577.93130175, 000105, 0.37334487, -0.044470582, -0.15609784, 0.6942105, -0.6377748, 0.061910097, 0.32784465, 1597.8881, 1597.8881, 955.4446, 717.7711, , 
65577.964640333, 000106, 0.37612873, -0.045940667, -0.17083915, 0.6971645, -0.63409, 0.059146143, 0.3292314, 1597.8881, 1597.8881, 955.4439, 717.7619, , 
65577.981309666, 000107, 0.37758288, -0.046718672, -0.1783887, 0.6985356, -0.6322683, 0.057661895, 0.33009067, 1597.8881, 1597.8881, 955.44354, 717.75745, , 
65577.997978833, 000108, 0.37906256, -0.04752987, -0.18608195, 0.6997269, -0.63052166, 0.056037493, 0.33118662, 1597.8881, 1597.8881, 955.4433, 717.75244, , 
65578.031317458, 000109, 0.38187525, -0.048990805, -0.2015449, 0.70185614, -0.62718034, 0.05202267, 0.33367118, 1597.8881, 1597.8881, 955.44275, 717.74615, , 
65578.047986833, 000110, 0.3832937, -0.049478322, -0.20910826, 0.70301014, -0.625726, 0.049106278, 0.33441323, 1597.4362, 1597.4362, 955.44055, 717.7417, , 
65578.064655958, 000111, 0.38490364, -0.049844507, -0.21660496, 0.70404726, -0.6245949, 0.04558322, 0.33484435, 1597.4362, 1597.4362, 955.4374, 717.7385, , 
65578.081325333, 000112, 0.38665012, -0.050198503, -0.22421432, 0.7045961, -0.62377495, 0.04203808, 0.33568138, 1597.4362, 1597.4362, 955.43427, 717.73645, , 
65578.114664041, 000113, 0.3904827, -0.051045015, -0.2398685, 0.70377684, -0.62290376, 0.036894567, 0.33959967, 1597.4362, 1597.4362, 955.43146, 717.73926, , 
65578.131333208, 000114, 0.39200675, -0.05130659, -0.24789111, 0.7028316, -0.622676, 0.034891166, 0.34217653, 1597.4362, 1597.4362, 955.4318, 717.7427, , 
65578.1480025, 000115, 0.3936999, -0.05158379, -0.25560397, 0.701768, -0.6226008, 0.03261487, 0.34471184, 1597.4362, 1597.4362, 955.432, 717.7466, , 
65578.181341166, 000116, 0.3971287, -0.052098893, -0.27032274, 0.69963104, -0.6226696, 0.027669169, 0.34933284, 1597.4362, 1597.4362, 955.4312, 717.7559, , 
65578.198010541, 000117, 0.3987792, -0.052344315, -0.27744475, 0.6987256, -0.6225413, 0.025473004, 0.35153383, 1597.4362, 1597.4362, 955.43085, 717.75946, , 
65578.214679625, 000118, 0.40031537, -0.052565545, -0.28447908, 0.6980841, -0.6220864, 0.023657834, 0.35373345, 1597.4362, 1597.4362, 955.4312, 717.763, , 
65578.248018375, 000119, 0.4032009, -0.05315553, -0.29868487, 0.6974567, -0.62035877, 0.021484727, 0.35811666, 1597.4362, 1597.4362, 955.43353, 717.76587, , 
65578.264687708, 000120, 0.4046575, -0.053484112, -0.30557764, 0.69727945, -0.6193449, 0.020919919, 0.36024386, 1597.4362, 1597.4362, 955.4361, 717.767, , 
65578.281356875, 000121, 0.40607497, -0.053849686, -0.3124379, 0.697174, -0.61818045, 0.020620132, 0.36245838, 1597.4362, 1597.4362, 955.4384, 717.7677, , 
65578.3146955, 000122, 0.4089472, -0.054602392, -0.32601696, 0.697318, -0.61546296, 0.020762436, 0.3667722, 1597.8881, 1597.8881, 955.4453, 717.76776, , 
65578.331364791, 000123, 0.41046125, -0.05522009, -0.3330792, 0.69744104, -0.61419827, 0.020801108, 0.36865133, 1597.8881, 1597.8881, 955.44794, 717.7676, , 
65578.348034166, 000124, 0.41213962, -0.055731833, -0.3398532, 0.69734687, -0.613092, 0.020579956, 0.37067777, 1597.8881, 1597.8881, 955.4504, 717.7679, , 
